Symbol,Country,Company
KAMOPAINTS.NS,India,Kamdhenu Ventures Limited
NAGAFERT.NS,India,Nagarjuna Fertilizers and Chemicals Limited
SCPL.NS,India,Sheetal Cool Products Limited
HPL.NS,India,HPL Electric & Power Limited
INDOAMIN.NS,India,Indo Amines Limited
DCMSRIND.NS,India,DCM Shriram Industries Limited
MENONBE.NS,India,Menon Bearings Limited
VASCONEQ.NS,India,Vascon Engineers Limited
VLSFINANCE.NS,India,VLS Finance Limited
BALAXI.NS,India,BALAXI PHARMACEUTICALS LIMITED
ZEEMEDIA.NS,India,Zee Media Corporation Limited
CREATIVE.NS,India,Creative Newtech Limited
KRISHIVAL.NS,India,Empyrean Cashews Limited
SNOWMAN.NS,India,Snowman Logistics Limited
KOPRAN.NS,India,Kopran Limited
SHREYAS.NS,India,Shreyas Shipping & Logistics Limited
REFEX.NS,India,Refex Industries Limited
KSOLVES.NS,India,Ksolves India Limited
GFLLIMITED.NS,India,GFL Limited
SPECTRUM.NS,India,Spectrum Electrical Industries Limited
RUSHIL.NS,India,Rushil Decor Limited
IRISDOREME.NS,India,Iris Clothings Limited
BINDALAGRO.NS,India,Oswal Chemicals & Fertilizers Limited
SELMC.NS,India,SEL Manufacturing Company Limited
BHAGERIA.NS,India,Bhageria Industries Limited
ZUARI.NS,India,Zuari Agro Chemicals Limited
TALBROAUTO.NS,India,Talbros Automotive Components Limited
RUBYMILLS.NS,India,The Ruby Mills Limited
OSWALSEEDS.NS,India,ShreeOswal Seeds And Chemicals Limited
DPWIRES.NS,India,D P Wires Limited
SMSPHARMA.NS,India,SMS Pharmaceuticals Limited
DHARMAJ.NS,India,Dharmaj Crop Guard Limited
RBL.NS,India,Rane Brake Lining Limited
GOYALALUM.NS,India,Goyal Aluminiums Limited
NRL.NS,India,Nupur Recyclers Limited
MIRZAINT.NS,India,Mirza International Limited
VIKASLIFE.NS,India,Vikas Lifecare Limited
WINDLAS.NS,India,Windlas Biotech Limited
HITECHGEAR.NS,India,The Hi-Tech Gears Limited
SHREEPUSHK.NS,India,Shree Pushkar Chemicals & Fertilisers Limited
SPENCERS.NS,India,Spencer's Retail Limited
KANORICHEM.NS,India,Kanoria Chemicals & Industries Limited
JPOLYINVST.NS,India,Jindal Poly Investment and Finance Company Limited
ASAL.NS,India,Automotive Stampings and Assemblies Limited
SILVERTUC.NS,India,Silver Touch Technologies Limited
3IINFOLTD.NS,India,3i Infotech Limited
MALLCOM.NS,India,Mallcom (India) Limited
CREST.NS,India,Crest Ventures Limited
REPRO.NS,India,Repro India Limited
MARINE.NS,India,Marine Electricals (India) Limited
KECL.NS,India,Kirloskar Electric Company Limited
DENORA.NS,India,De Nora India Limited
EXXARO.NS,India,Exxaro Tiles Limited
MAGADSUGAR.NS,India,Magadh Sugar & Energy Limited
ASIANTILES.NS,India,Asian Granito India Limited
JAYAGROGN.NS,India,Jayant Agro Organics Limited
DIGISPICE.NS,India,DiGiSPICE Technologies Limited
BBTCL.NS,India,B&B Triplewall Containers Limited
PREMEXPLN.NS,India,Premier Explosives Limited
SWELECTES.NS,India,Swelect Energy Systems Limited
KELLTONTEC.NS,India,Kellton Tech Solutions Limited
MUTHOOTCAP.NS,India,Muthoot Capital Services Limited
APCL.NS,India,Anjani Portland Cement Limited
ASIANENE.NS,India,Asian Energy Services Limited
DONEAR.NS,India,Donear Industries Limited
ADSL.NS,India,Allied Digital Services Limited
BANSWRAS.NS,India,Banswara Syntex Limited
NAHARCAP.NS,India,Nahar Capital and Financial Services Limited
ICEMAKE.NS,India,Ice Make Refrigeration Limited
BAIDFIN.NS,India,Baid Finserv Limited
STCINDIA.NS,India,The State Trading Corporation of India Limited
TBZ.NS,India,Tribhovandas Bhimji Zaveri Limited
SALZERELEC.NS,India,Salzer Electronics Limited
IFBAGRO.NS,India,IFB Agro Industries Limited
PTL.NS,India,PTL Enterprises Limited
ARIHANTCAP.NS,India,Arihant Capital Markets Limited
CSLFINANCE.NS,India,CSL Finance Limited
JSLL.NS,India,Jeena Sikho Lifecare Limited
UNIVPHOTO.NS,India,Universus Photo Imagings Limited
HARDWYN.NS,India,Hardwyn India Limited
DSSL.NS,India,Dynacons Systems & Solutions Limited
REVATHI.NS,India,Revathi Equipment Limited
HCL-INSYS.NS,India,HCL Infosystems Limited
PLASTIBLEN.NS,India,Plastiblends India Limited
UNIDT.NS,India,United Drilling Tools Limited
CAREERP.NS,India,Career Point Limited
ARROWGREEN.NS,India,Arrow Greentech Limited
SREEL.NS,India,Sreeleathers Limited
SBC.NS,India,SBC Exports Limited
RADIOCITY.NS,India,Music Broadcast Limited
SERVOTECH.NS,India,Servotech Power Systems Limited
SAKAR.NS,India,Sakar Healthcare Limited
BALAJITELE.NS,India,Balaji Telefilms Limited
NXTDIGITAL.NS,India,NXTDIGITAL LIMITED
GOACARBON.NS,India,Goa Carbon Limited
BIRLACABLE.NS,India,Birla Cable Limited
RITCO.NS,India,Ritco Logistics Limited
SELAN.NS,India,Selan Exploration Technology Limited
ASCOM.NS,India,Ascom Leasing & Investments Limited
OSIAHYPER.NS,India,Osia Hyper Retail Limited
HINDCOMPOS.NS,India,Hindustan Composites Limited
DHANBANK.NS,India,Dhanlaxmi Bank Limited
DYCL.NS,India,Dynamic Cables Limited
DHUNINV.NS,India,Dhunseri Investments Limited
EIFFL.NS,India,Euro India Fresh Foods Limited
MUNJALAU.NS,India,Munjal Auto Industries Limited
NAHARINDUS.NS,India,Nahar Industrial Enterprises Limited
DELPHIFX.NS,India,DELPHI WORLD MONEY LIMITED
URJA.NS,India,Urja Global Limited
PRIMESECU.NS,India,Prime Securities Limited
NECLIFE.NS,India,Nectar Lifesciences Limited
NBIFIN.NS,India,N. B. I. Industrial Finance Company Limited
GRPLTD.NS,India,GRP Limited
MAWANASUG.NS,India,Mawana Sugars Limited
ZIMLAB.NS,India,Zim Laboratories Limited
PDMJEPAPER.NS,India,Pudumjee Paper Products Limited
ONEPOINT.NS,India,One Point One Solutions Limited
MAXIND.NS,India,Max India Limited
SHYAMCENT.NS,India,Shyam Century Ferrous Limited
VARDHACRLC.NS,India,Vardhman Acrylics Limited
RADHIKAJWE.NS,India,Radhika Jeweltech Limited
NPST.NS,India,Network People Services Technologies Limited
THEINVEST.NS,India,The Investment Trust Of India Limited
HTMEDIA.NS,India,HT Media Limited
NRAIL.NS,India,N R Agarwal Industries Limited
RCOM.NS,India,Reliance Communications Limited
DICIND.NS,India,DIC India Limited
OSWALAGRO.NS,India,Oswal Agro Mills Limited
POCL.NS,India,Pondy Oxides & Chemicals Limited
AARTISURF.NS,India,Aarti Surfactants Limited
SKMEGGPROD.NS,India,SKM Egg Products Export (India) Limited
SOLEX.NS,India,Solex Energy Limited
DEEPENR.NS,India,DEEP ENERGY RESOURCES LIMITED
FCSSOFT.NS,India,FCS Software Solutions Limited
MUNJALSHOW.NS,India,Munjal Showa Limited
KOTHARIPRO.NS,India,Kothari Products Limited
PONNIERODE.NS,India,Ponni Sugars (Erode) Limited
CHEMBOND.NS,India,Chembond Chemicals Ltd
USASEEDS.NS,India,Upsurge Seeds Of Agriculture Limited
KERNEX.NS,India,Kernex Microsystems (India) Limited
RANASUG.NS,India,Rana Sugars Limited
CUPID.NS,India,Cupid Limited
BGRENERGY.NS,India,BGR Energy Systems Limited
GENUSPAPER.NS,India,Genus Paper & Boards Limited
GSS.NS,India,GSS Infotech Limited
PENINLAND.NS,India,Peninsula Land Limited
JYOTISTRUC.NS,India,Jyoti Structures Limited
ADVANIHOTR.NS,India,Advani Hotels & Resorts (India) Limited
KAYA.NS,India,Kaya Limited
KOTHARIPET.NS,India,Kothari Petrochemicals Limited
LIBERTSHOE.NS,India,Liberty Shoes Limited
KHADIM.NS,India,Khadim India Limited
PPL.NS,India,Prakash Pipes Limited
VIPCLOTHNG.NS,India,VIP Clothing Limited
NDRAUTO.NS,India,Ndr Auto Components Limited
PROZONINTU.NS,India,Prozone Intu Properties Limited
INDOBORAX.NS,India,Indo Borax & Chemicals Limited
CONSOFINVT.NS,India,Consolidated Finvest & Holdings Limited
INDSWFTLAB.NS,India,Ind-Swift Laboratories Limited
ZUARIIND.NS,India,ZUARI INDUSTRIES LIMITED
GVKPIL.NS,India,GVK Power & Infrastructure Limited
SBGLP.NS,India,Suratwwala Business Group Limited
HIRECT.NS,India,Hind Rectifiers Limited
CHEMFAB.NS,India,Chemfab Alkalis Limited
GLOBAL.NS,India,Global Education Limited
ANNAPURNA.NS,India,Annapurna Swadisht Limited
INTLCONV.NS,India,International Conveyors Limited
EMKAYTOOLS.NS,India,Emkay Taps and Cutting Tools Limited
ORBTEXP.NS,India,Orbit Exports Limited
SOUTHWEST.NS,India,South West Pinnacle Exploration Limited
KAMATHOTEL.NS,India,Kamat Hotels (I) Limited
RAJMET.NS,India,Rajnandini Metal Limited
RAMAPHO.NS,India,Rama Phosphates Limited
OMINFRAL.NS,India,OM INFRA LIMITED
HMVL.NS,India,Hindustan Media Ventures Limited
AYMSYNTEX.NS,India,AYM Syntex Limited
MSPL.NS,India,MSP Steel & Power Limited
WEALTH.NS,India,Wealth First Portfolio Managers Limited
UNITECH.NS,India,Unitech Limited
WEBELSOLAR.NS,India,Websol Energy System Limited
NURECA.NS,India,Nureca Limited
LYKALABS.NS,India,Lyka Labs Limited
GKWLIMITED.NS,India,GKW Limited
MHLXMIRU.NS,India,Mahalaxmi Rubtech Limited
AURUM.NS,India,Aurum PropTech Limited
SKYGOLD.NS,India,Sky Gold Limited
ALBERTDAVD.NS,India,Albert David Limited
SHIVAUM.NS,India,Shiv Aum Steels Limited
PAVNAIND.NS,India,Pavna Industries Limited
CINELINE.NS,India,Cineline India Limited
KOTARISUG.NS,India,Kothari Sugars And Chemicals Limited
SHEMAROO.NS,India,Shemaroo Entertainment Limited
SILINV.NS,India,SIL Investments Limited
SKP.NS,India,SKP Bearing Industries Limited
MMP.NS,India,MMP Industries Limited
EQUIPPP.NS,India,Equippp Social Impact Technologies Limited
MANORG.NS,India,Mangalam Organics Limited
CYBERTECH.NS,India,Cybertech Systems And Software Limited
TRIGYN.NS,India,Trigyn Technologies Limited
SINTERCOM.NS,India,Sintercom India Limited
JINDALPHOT.NS,India,Jindal Photo Limited
SARLAPOLY.NS,India,Sarla Performance Fibers Limited
RUCHIRA.NS,India,Ruchira Papers Limited
ESSENTIA.NS,India,Integra Essentia Limited
MACPOWER.NS,India,Macpower CNC Machines Limited
AUTOIND.NS,India,Autoline Industries Limited
ORIENTABRA.NS,India,Orient Abrasives Limited
APOLSINHOT.NS,India,Apollo Sindoori Hotels Limited
DYNPRO.NS,India,Dynemic Products Limited
CLEDUCATE.NS,India,CL Educate Limited
PARSVNATH.NS,India,Parsvnath Developers Limited
GSCLCEMENT.NS,India,Gujarat Sidhee Cement Limited
MIRCELECTR.NS,India,MIRC Electronics Limited
VISHWARAJ.NS,India,Vishwaraj Sugar Industries Limited
HINDMOTORS.NS,India,Hindustan Motors Limited
NINSYS.NS,India,NINtec Systems Limited
NATHBIOGEN.NS,India,Nath Bio-Genes (India) Limited
KNAGRI.NS,India,KN Agri Resources Limited
GEECEE.NS,India,GeeCee Ventures Limited
KCPSUGIND.NS,India,KCP Sugar and Industries Corporation Limited
STEL.NS,India,Stel Holdings Limited
PODDARMENT.NS,India,Poddar Pigments Limited
KOTYARK.NS,India,Kotyark Industries Limited
HITECHCORP.NS,India,Hitech Corporation Limited
EUROBOND.NS,India,Euro Panel Products Limited
MICEL.NS,India,MIC Electronics Limited
ORICONENT.NS,India,Oricon Enterprises Limited
20MICRONS.NS,India,20 Microns Limited
MWL.NS,India,Mangalam Worldwide Limited
MINDTECK.NS,India,Mindteck (India) Limited
BMETRICS.NS,India,Bombay Metrics Supply Chain Limited
GOKUL.NS,India,Gokul Refoils and Solvent Limited
SECL.NS,India,Salasar Exteriors and Contour Limited
DUGLOBAL.NS,India,DUDIGITAL GLOBAL LIMITED
WEL.NS,India,Wonder Electricals Limited
SUPERHOUSE.NS,India,Superhouse Limited
LOYALTEX.NS,India,Loyal Textile Mills Limited
BPL.NS,India,BPL Limited
BIRLAMONEY.NS,India,Aditya Birla Money Limited
GPTINFRA.NS,India,GPT Infraprojects Limited
E2E.NS,India,E2E Networks Limited
SHIVAMAUTO.NS,India,Shivam Autotech Limited
DCMNVL.NS,India,DCM Nouvelle Limited
MAZDA.NS,India,Mazda Limited
MADHAVBAUG.NS,India,Vaidya Sane Ayurved Laboratories Limited
WINDMACHIN.NS,India,Windsor Machines Limited
BASML.NS,India,Bannari Amman Spinning Mills Limited
WALCHANNAG.NS,India,Walchandnagar Industries Limited
SEJALLTD.NS,India,Sejal Glass Limited
UCALFUEL.NS,India,Ucal Fuel Systems Limited
MAHEPC.NS,India,Mahindra EPC Irrigation Limited
V2RETAIL.NS,India,V2 Retail Limited
SAKUMA.NS,India,Sakuma Exports Limited
VERTOZ.NS,India,Vertoz Advertising Limited
KMSUGAR.NS,India,K.M.Sugar Mills Limited
ASHIMASYN.NS,India,Ashima Limited
UFO.NS,India,UFO Moviez India Limited
VIKASECO.NS,India,Vikas EcoTech Limited
SAKHTISUG.NS,India,Sakthi Sugars Limited
MAHESHWARI.NS,India,Maheshwari Logistics Limited
MAANALU.NS,India,Maan Aluminium Limited
HUBTOWN.NS,India,Hubtown Limited
REPL.NS,India,Rudrabhishek Enterprises Limited
QMSMEDI.NS,India,QMS Medical Allied Services Limited
MANAKSTEEL.NS,India,Manaksia Steels Limited
EMAMIREAL.NS,India,Emami Realty Limited
GENCON.NS,India,Generic Engineering Construction and Projects Limited
STARPAPER.NS,India,Star Paper Mills Limited
GUJAPOLLO.NS,India,Gujarat Apollo Industries Limited
JAYSREETEA.NS,India,Jayshree Tea & Industries Limited
NDL.NS,India,Nandan Denim Limited
BCONCEPTS.NS,India,Brand Concepts Limited
GIRRESORTS.NS,India,GIR Natureview Resorts Limited
SMLT.NS,India,Sarthak Metals Limited
TPLPLASTEH.NS,India,TPL Plastech Limited
TEMBO.NS,India,Tembo Global Industries Limited
DANGEE.NS,India,Dangee Dums Limited
NIPPOBATRY.NS,India,Indo-National Limited
ASIANHOTNR.NS,India,Asian Hotels (North) Limited
BRNL.NS,India,Bharat Road Network Limited
PPAP.NS,India,PPAP Automotive Limited
PASUPTAC.NS,India,Pasupati Acrylon Limited
FROG.NS,India,Frog Cellsat Limited
ASAHISONG.NS,India,Asahi Songwon Colors Limited
PRECOT.NS,India,Precot Limited
MEP.NS,India,MEP Infrastructure Developers Limited
VENUSREM.NS,India,Venus Remedies Limited
KILITCH.NS,India,Kilitch Drugs (India) Limited
BTML.NS,India,Bodhi Tree Multimedia Limited
MEGASTAR.NS,India,Megastar Foods Limited
DRCSYSTEMS.NS,India,DRC Systems India Limited
ZODIACLOTH.NS,India,Zodiac Clothing Company Limited
HILTON.NS,India,Hilton Metal Forging Limited
INDOTHAI.NS,India,Indo Thai Securities Limited
JITFINFRA.NS,India,JITF Infralogistics Limited
EROSMEDIA.NS,India,Eros International Media Limited
DEVIT.NS,India,Dev Information Technology Limited
BIL.NS,India,Bhartiya International Limited
EIMCOELECO.NS,India,Eimco Elecon (India) Limited
ANMOL.NS,India,Anmol India Limited
COASTCORP.NS,India,Coastal Corporation Limited
RAJTV.NS,India,Raj Television Network Limited
KORE.NS,India,Jay Jalaram Technologies Limited
RELCAPITAL.NS,India,Reliance Capital Limited
MGEL.NS,India,Mangalam Global Enterprise Limited
FOCE.NS,India,Foce India Limited
INDTERRAIN.NS,India,Indian Terrain Fashions Limited
TAKE.NS,India,Take Solutions Limited
TOTAL.NS,India,Total Transport Systems Limited
ACCURACY.NS,India,Accuracy Shipping Limited
AVG.NS,India,AVG Logistics Limited
HARRMALAYA.NS,India,Harrisons  Malayalam Limited
SHREYANIND.NS,India,Shreyans Industries Limited
LOKESHMACH.NS,India,Lokesh Machines Limited
LGBFORGE.NS,India,LGB Forge Limited
SYSTANGO.NS,India,Systango Technologies Limited
SIGMA.NS,India,Sigma Solve Limited
MARALOVER.NS,India,Maral Overseas Limited
ABAN.NS,India,Aban Offshore Limited
BAFNAPH.NS,India,Bafna Pharmaceuticals Limited
BEDMUTHA.NS,India,Bedmutha Industries Limited
SIMPLEXINF.NS,India,Simplex Infrastructures Limited
ARIES.NS,India,Aries Agro Limited
DTIL.NS,India,Dhunseri Tea & Industries Limited
KRITINUT.NS,India,Kriti Nutrients Limited
IVC.NS,India,IL&FS Investment Managers Limited
IITL.NS,India,Industrial Investment Trust Limited
SWASTIK.NS,India,Swastik Pipe Limited
AARON.NS,India,Aaron Industries Limited
VITAL.NS,India,Vital Chemtech Limited
BEWLTD.NS,India,BEW Engineering Limited
NILAINFRA.NS,India,Nila Infrastructures Limited
INDOTECH.NS,India,Indo Tech Transformers Limited
PVP.NS,India,PVP Ventures Limited
AHLEAST.NS,India,Asian Hotels (East) Limited
SAH.NS,India,Sah Polymers Limited
TIPSFILMS.NS,India,Tips Films Limited
PHANTOMFX.NS,India,Phantom Digital Effects Limited
DUCOL.NS,India,Ducol Organics And Colours Limited
KANPRPLA.NS,India,Kanpur Plastipack Limited
VINNY.NS,India,Vinny Overseas Limited
MCLEODRUSS.NS,India,Mcleod Russel India Limited
TRF.NS,India,TRF Limited
ALLETEC.NS,India,All E Technologies Limited
MANOMAY.NS,India,Manomay Tex India Limited
INSPIRISYS.NS,India,Inspirisys Solutions Limited
AIRAN.NS,India,Airan Limited
MODISONLTD.NS,India,MODISON LIMITED
MURUDCERA.NS,India,Murudeshwar Ceramics Limited
TIRUPATI.NS,India,Shree Tirupati Balajee FIBC Limited
PAR.NS,India,Par Drugs And Chemicals Limited
SGIL.NS,India,Synergy Green Industries Limited
SPLIL.NS,India,SPL Industries Limited
GEEKAYWIRE.NS,India,Geekay Wires Limited
PALREDTEC.NS,India,Palred Technologies Limited
ESSARSHPNG.NS,India,Essar Shipping Limited
SIL.NS,India,Standard Industries Limited
PRITI.NS,India,Priti International Limited
AKSHARCHEM.NS,India,AksharChem India Limited
RAMANEWS.NS,India,Shree Rama Newsprint Limited
RUCHINFRA.NS,India,Ruchi Infrastructure Limited
ALANKIT.NS,India,Alankit Limited
MEGASOFT.NS,India,Megasoft Limited
IZMO.NS,India,IZMO Limited
GULFPETRO.NS,India,GP Petroleums Limited
TOUCHWOOD.NS,India,Touchwood Entertainment Limited
SARVESHWAR.NS,India,Sarveshwar Foods Limited
TARMAT.NS,India,Tarmat Limited
RPPL.NS,India,Rajshree Polypack Limited
IEL.NS,India,Indiabulls Enterprises Limited
BHARATGEAR.NS,India,Bharat Gears Limited
GOLDTECH.NS,India,Goldstone Technologies Limited
MBLINFRA.NS,India,MBL Infrastructure Limited
PROPEQUITY.NS,India,P. E. Analytics Limited
EMKAY.NS,India,Emkay Global Financial Services Limited
IL&FSENGG.NS,India,IL&FS Engineering and Construction Company Limited
BSL.NS,India,BSL Limited
UNITEDPOLY.NS,India,United Polyfab Gujarat Limited
PASHUPATI.NS,India,Pashupati Cotspin Limited
SHIVATEX.NS,India,Shiva Texyarn Limited
AAPL,US,Apple Inc.
MSFT,US,Microsoft Corporation
GOOGL,US,Alphabet Inc.
AMZN,US,"Amazon.com, Inc."
NVDA,US,NVIDIA Corporation
TSLA,US,"Tesla, Inc."
BRK.B,US,Berkshire Hathaway Inc.
META,US,"Meta Platforms, Inc."
TSM,US,Taiwan Semiconductor Manufacturing Company Limited
V,US,Visa Inc.
UNH,US,UnitedHealth Group Incorporated
LLY,US,Eli Lilly and Company
XOM,US,Exxon Mobil Corporation
JNJ,US,Johnson & Johnson
JPM,US,JPMorgan Chase & Co.
WMT,US,Walmart Inc.
MA,US,Mastercard Incorporated
NVO,US,Novo Nordisk A/S
AVGO,US,Broadcom Inc.
PG,US,The Procter & Gamble Company
ORCL,US,Oracle Corporation
HD,US,"The Home Depot, Inc."
CVX,US,Chevron Corporation
MRK,US,"Merck & Co., Inc."
ASML,US,ASML Holding N.V.
KO,US,The Coca-Cola Company
PEP,US,"PepsiCo, Inc."
COST,US,Costco Wholesale Corporation
ABBV,US,AbbVie Inc.
BAC,US,Bank of America Corporation
ADBE,US,Adobe Inc.
AZN,US,AstraZeneca PLC
TM,US,Toyota Motor Corporation
MCD,US,McDonald's Corporation
BHP,US,BHP Group Limited
NVS,US,Novartis AG
BABA,US,Alibaba Group Holding Limited
CSCO,US,"Cisco Systems, Inc."
PFE,US,Pfizer Inc.
CRM,US,"Salesforce, Inc."
SHEL,US,Shell plc
TMO,US,Thermo Fisher Scientific Inc.
FMX,US,"Fomento Económico Mexicano, SAB de CV"
NFLX,US,"Netflix, Inc."
ACN,US,Accenture plc
ABT,US,Abbott Laboratories
LIN,US,Linde plc
AMD,US,"Advanced Micro Devices, Inc."
DHR,US,Danaher Corporation
CMCSA,US,Comcast Corporation
NKE,US,"NIKE, Inc."
TMUS,US,"T-Mobile US, Inc."
TXN,US,Texas Instruments Incorporated
DIS,US,The Walt Disney Company
WFC,US,Wells Fargo & Company
SAP,US,SAP SE
HSBC,US,HSBC Holdings plc
VZ,US,Verizon Communications Inc.
UPS,US,"United Parcel Service, Inc."
PM,US,Philip Morris International Inc.
NEE,US,"NextEra Energy, Inc."
RTX,US,Raytheon Technologies Corporation
MS,US,Morgan Stanley
TTE,US,TotalEnergies SE
INTC,US,Intel Corporation
HON,US,Honeywell International Inc.
SNY,US,Sanofi
BMY,US,Bristol-Myers Squibb Company
RY,US,Royal Bank of Canada
QCOM,US,QUALCOMM Incorporated
LOW,US,"Lowe's Companies, Inc."
UL,US,Unilever PLC
HDB,US,HDFC Bank Limited
AXP,US,American Express Company
SPGI,US,S&P Global Inc.
INTU,US,Intuit Inc.
CAT,US,Caterpillar Inc.
BA,US,The Boeing Company
COP,US,ConocoPhillips
UNP,US,Union Pacific Corporation
IBM,US,International Business Machines Corporation
AMAT,US,"Applied Materials, Inc."
ISRG,US,"Intuitive Surgical, Inc."
GE,US,General Electric Company
DE,US,Deere & Company
AMGN,US,Amgen Inc.
MDT,US,Medtronic plc
LMT,US,Lockheed Martin Corporation
SYK,US,Stryker Corporation
NOW,US,"ServiceNow, Inc."
TD,US,The Toronto-Dominion Bank
T,US,AT&T Inc.
SBUX,US,Starbucks Corporation
PLD,US,"Prologis, Inc."
BUD,US,Anheuser-Busch InBev SA/NV
BX,US,Blackstone Inc.
SONY,US,Sony Group Corporation
GS,US,"The Goldman Sachs Group, Inc."
ELV,US,Elevance Health Inc.
RIO,US,Rio Tinto Group
BLK,US,"BlackRock, Inc."
BP,US,BP p.l.c.
SCHW,US,The Charles Schwab Corporation
BKNG,US,Booking Holdings Inc.
MDLZ,US,"Mondelez International, Inc."
ADI,US,"Analog Devices, Inc."
DEO,US,Diageo plc
TJX,US,"The TJX Companies, Inc."
GILD,US,"Gilead Sciences, Inc."
MMC,US,"Marsh & McLennan Companies, Inc."
PDD,US,PDD Holdings Inc.
EQNR,US,Equinor ASA
ADP,US,"Automatic Data Processing, Inc."
VRTX,US,Vertex Pharmaceuticals Incorporated
AMT,US,American Tower Corporation
PBR,US,Petróleo Brasileiro S.A. - Petrobras
C,US,Citigroup Inc.
CVS,US,CVS Health Corporation
MUFG,US,"Mitsubishi UFJ Financial Group, Inc."
UBER,US,"Uber Technologies, Inc."
LRCX,US,Lam Research Corporation
HCA,US,"HCA Healthcare, Inc."
CI,US,Cigna Corporation
SHOP,US,Shopify Inc.
MO,US,"Altria Group, Inc."
ABNB,US,"Airbnb, Inc."
IBN,US,ICICI Bank Limited
CNI,US,Canadian National Railway Company
ETN,US,Eaton Corporation plc
CB,US,Chubb Limited
ZTS,US,Zoetis Inc.
PANW,US,"Palo Alto Networks, Inc."
FI,US,"Fiserv, Inc."
BSX,US,Boston Scientific Corporation
REGN,US,"Regeneron Pharmaceuticals, Inc."
PGR,US,The Progressive Corporation
SO,US,The Southern Company
ITW,US,Illinois Tool Works Inc.
ENB,US,Enbridge Inc.
CP,US,Canadian Pacific Railway Limited
BDX,US,"Becton, Dickinson and Company"
PYPL,US,"PayPal Holdings, Inc."
BTI,US,British American Tobacco p.l.c.
EQIX,US,"Equinix, Inc."
GSK,US,GSK plc
WM,US,"Waste Management, Inc."
AON,US,Aon plc
EL,US,The Estée Lauder Companies Inc.
SLB,US,Schlumberger Limited
CSX,US,CSX Corporation
NOC,US,Northrop Grumman Corporation
DUK,US,Duke Energy Corporation
MU,US,"Micron Technology, Inc."
SHW,US,The Sherwin-Williams Company
AMX,US,"América Móvil, SAB de CV"
EOG,US,"EOG Resources, Inc."
CME,US,CME Group Inc.
KLAC,US,KLA Corporation
APD,US,"Air Products and Chemicals, Inc."
INFY,US,Infosys Limited
ATVI,US,"Activision Blizzard, Inc."
SNPS,US,"Synopsys, Inc."
UBS,US,UBS Group AG
BMO,US,Bank of Montreal
CDNS,US,"Cadence Design Systems, Inc."
CL,US,Colgate-Palmolive Company
MCO,US,Moody's Corporation
RELX,US,RELX PLC
ICE,US,"Intercontinental Exchange, Inc."
KKR,US,KKR & Co. Inc.
NTES,US,"NetEase, Inc."
FDX,US,FedEx Corporation
VMW,US,"VMware, Inc."
CNQ,US,Canadian Natural Resources Limited
TRI,US,Thomson Reuters Corporation
TGT,US,Target Corporation
SAN,US,"Banco Santander, S.A."
MNST,US,Monster Beverage Corporation
BNS,US,The Bank of Nova Scotia
MELI,US,"MercadoLibre, Inc."
F,US,Ford Motor Company
FTNT,US,"Fortinet, Inc."
GD,US,General Dynamics Corporation
CMG,US,"Chipotle Mexican Grill, Inc."
RACE,US,Ferrari N.V.
WDAY,US,"Workday, Inc."
VALE,US,Vale S.A.
ORLY,US,"O'Reilly Automotive, Inc."
MCK,US,McKesson Corporation
ITUB,US,Itaú Unibanco Holding S.A.
SMFG,US,"Sumitomo Mitsui Financial Group, Inc."
SNOW,US,Snowflake Inc.
FCX,US,Freeport-McMoRan Inc.
EPD,US,Enterprise Products Partners L.P.
EW,US,Edwards Lifesciences Corporation
HUM,US,Humana Inc.
MAR,US,"Marriott International, Inc."
SCCO,US,Southern Copper Corporation
CHTR,US,"Charter Communications, Inc."
MMM,US,3M Company
STLA,US,Stellantis N.V.
GM,US,General Motors Company
JD,US,"JD.com, Inc."
NXPI,US,NXP Semiconductors N.V.
ECL,US,Ecolab Inc.
BN,US,Brookfield Corporation
OXY,US,Occidental Petroleum Corporation
EMR,US,Emerson Electric Co.
NSC,US,Norfolk Southern Corporation
MRVL,US,"Marvell Technology, Inc."
PSA,US,Public Storage
ROP,US,"Roper Technologies, Inc."
HSY,US,The Hershey Company
USB,US,U.S. Bancorp
KVUE,US,Kenvue Inc.
APH,US,Amphenol Corporation
CTAS,US,Cintas Corporation
PNC,US,"The PNC Financial Services Group, Inc."
HMC,US,"Honda Motor Co., Ltd."
MPC,US,Marathon Petroleum Corporation
ABEV,US,Ambev S.A.
PH,US,Parker-Hannifin Corporation
DXCM,US,"DexCom, Inc."
ANET,US,"Arista Networks, Inc."
NGG,US,National Grid plc
CCI,US,Crown Castle Inc.
MSI,US,"Motorola Solutions, Inc."
TDG,US,TransDigm Group Incorporated
TAK,US,Takeda Pharmaceutical Company Limited
MCHP,US,Microchip Technology Incorporated
ING,US,ING Groep N.V.
RSG,US,"Republic Services, Inc."
PXD,US,Pioneer Natural Resources Company
NPWR,US,NET Power Inc.
LULU,US,Lululemon Athletica Inc.
BIDU,US,"Baidu, Inc."
E,US,Eni S.p.A.
BSBR,US,Banco Santander (Brasil) S.A.
AJG,US,Arthur J. Gallagher & Co.
JCI,US,Johnson Controls International plc
KMB,US,Kimberly-Clark Corporation
MRNA,US,"Moderna, Inc."
BBVA,US,"Banco Bilbao Vizcaya Argentaria, S.A."
SRE,US,Sempra
AZO,US,"AutoZone, Inc."
STZ,US,"Constellation Brands, Inc."
